Taxa	Abl	Bbl	Cbl	Dbl	Ebl	Fbl	Gbl	Hbl	Ibl	Jbl	Kbl	Mbl	Obl	Pbl	Qbl	Rbl	Sbl	Tbl	Ubl	Vbl	Wbl	Xbl
Aquabacterium	0.000373274	0	0.000882672	0.002231225	0	0.000124789	0.000179351	0	0.00026125	0.000634397	0.00018246	0.000631313	0	0	0	0.000512164	0.000671998	0	0	0.000465739	0.00150858	0
Tepidimonas	0	0	0	0	0	0	0	0	0.000391875	0	0	0	0	0	0	0	0	0	0	0	0	0
Parasutterella	0	6.18735E-05	0.000882672	0.001644061	0	0.001123105	0	0.000299419	0	0.005709573	6.08199E-05	0.000701459	0	0	0	0	0	0	0	0	0.000471431	0
Sutterella	0	0	0	0	0	0	0	0	0.000326563	0	0.000608199	0	0	0	0	0.000192061	0	0	0	0.003609478	0	6.07607E-05
Massilia	0	0	0	0	0	0	0	0	0	0	0.000486559	0	0	0	0	0	0	0	0	0	0	0
Alysiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178582	0	0	0	0	0	0	0
Methylovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas	0.000746547	0.000742482	0	0.001467911	0.00034662	0	0.000119567	0	0.001175625	0.001268794	0	0.000491021	0.001088326	0.000352113	0	0.000960307	0.000604798	0.000238834	0	0.000174652	0.001885725	0
Azotobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter	0.00055991	0.001237471	0	0.00082203	0.000577701	0.000374368	0.000717403	0.000239535	0.002155313	0.001268794	0.000243279	0.000771605	0.000630084	0.002112676	0.001011965	0.000512164	0.002620792	0.000955338	0.001094092	0.000174652	0	0.002612711
Enhydrobacter	0	0	0	0	0	6.23947E-05	0	0	0	0	0	0	0.000400962	0	0.000595274	0	6.71998E-05	0.000179126	0	0	0	0
Psychrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus	0.002053005	0.001361218	0.001561651	0	0	0	0	0.000419187	0	0.000570957	0	0	0.000859205	0	0	0	0.000268799	5.97086E-05	0	0.000465739	0	0.001154454
Actinobacillus	0.000435486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phocoenobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas	0	0	0	0.000293582	0	0	0	0	0	0	0	0.000491021	0.000171841	0	0	0	0	0	0.000182349	0.000116435	0	0
Succinivibrio	0	0	0	0	0	0	0	0	0	0	0	0.00547138	0	0	0	0	0	0	0	0.000698609	0	0
Escherichia/Shigella	0.000186637	0.000494988	0.001086366	0.000293582	0	0	0	0	0	0	0.00012164	0	0	0	0	0.000256082	6.71998E-05	0	0	0.001047913	0	0.000121521
Klebsiella	0	0.000371241	0.000543183	0.000234866	0	0	0	0	0	0.000444078	0	0.000140292	0	0.000821596	0	0	0.000201599	0	0	0	0.000471431	0
Salmonella	0	0.000123747	0.000203694	0	0	0	0	0	0	0	6.08199E-05	0	0	0	0	0.000192061	0	0	0	0	0	0
Serratia	0	0	0.001629549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000640391	0	0
Pantoea	0	0	6.78979E-05	0	0	0	0	0	0	0	0	0	0.000229121	0	0	0	0	0	0	0	0	0
Tatumella	0	0	6.78979E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raoultella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hafnia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006753217	0	0
Enterobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas	0	0	0	0	0	0	5.97836E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000471431	0
Thermomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodanobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luteibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoxanthomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Celerinatantimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmiger	0.015553067	0.024378171	0.016634981	0.014855264	0.043905257	0.058401448	0.005918575	0.003892449	0.030892822	0.00850092	0.002615254	0.005611672	0.01220071	0.025058685	0.020060718	0.005633803	0.018412741	0.000895629	0.014770241	0.008849042	0.000282859	0.015676267
Hyphomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176056	0	0	0	0	0	0	0	0
Phyllobacterium	0	0.000371241	0	0	0	0	5.97836E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balneimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium	0	0.000494988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas	0	0.000309368	0	0	5.77701E-05	0	5.97836E-05	0	0.0005225	0	0	0	0	0.000410798	0	0.000128041	0	0	0	0	0	0
Novosphingobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410798	0	0	0	0	0	0	0	0
Sphingopyxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingosinicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blastomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001037149	0
Caulobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000471431	0
Brevundimonas	0	0	6.78979E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Novispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bilophila	0.000186637	0	0.000678979	0	0	0	0	0.000179651	0.000130625	0.001649432	0	0	0	0	0	0	0.000739198	0	0	0.000174652	0.000282859	0
Desulfovibrio	0	0	0.003123303	0	0	0	0	5.98838E-05	0	0	0	0	0	0	0	0.000128041	0	0.000179126	0	0	0	0.000243043
Peredibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000470398	0	0	0	0	0
Campylobacter	0	0	0.000407387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akkermansia	6.22123E-05	0.000185621	0	0.045681404	0	0	0	0	0	6.34397E-05	0.072375623	7.01459E-05	0	0.000117371	0	0.127400768	0	0.000477669	0	0.000116435	9.42863E-05	0.000243043
Spartobacteria_genera_incertae_sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000848576	0
Sulfurihydrogenibium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_XIX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	0	0	0	0	0	0	0	0	0	0.000317199	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia	0	0	0	0	0	0	0	0	0	0.000507518	0	0	0	0	0	0	0	0	0	0	0	0
TM7_genera_incertae_sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192061	0	0	0	0	0	0
Armatimonas/Armatimonadetes_gp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jonquetella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000989696	0	0
unclassified_Lachnospiraceae	0.136493717	0.178381388	0.111556219	0.072690975	0.027267475	0.111374555	0.033419023	0.108749027	0.123179413	0.069212713	0.060211653	0.088804714	0.066674304	0.058568075	0.053336508	0.121702945	0.129829985	0.058454741	0.129649891	0.062350818	0.079106166	0.064224086
unclassified_Ruminococcaceae	0.017854921	0.030379903	0.046849538	0.036697786	0.007221259	0.029887066	0.002929396	0.003113959	0.003461564	0.039586373	0.029497628	0.019219978	0.004811548	0.047007042	0.066253944	0.027976953	0.05617902	0.0103893	0.008570387	0.013739303	0.022345842	0.042471746
unclassified_Clostridiales_Incertae_Sedis_XIII	6.22123E-05	0.000371241	0	0	0	0	5.97836E-05	0	0	0.000824716	0.00012164	0	0	0.000410798	0.000238109	0.000256082	0	0.000238834	0	0.000116435	0.000188573	0.001336736
unclassified_Peptococcaceae_1	0	6.18735E-05	0	5.87165E-05	5.77701E-05	0	0.000119567	0	0	0	0.002067875	0.00035073	0	0.000234742	0	0.000512164	0	0	0	0	0	0
unclassified_Eubacteriaceae	0	0	0	0	0	0	0.000179351	0	0	0	0.00012164	0	0	0	0	0	0	5.97086E-05	0	0	0	0
unclassified_Gracilibacteraceae	0	0	0	0	0	0	0	0	0	0	0.002797713	0.000491021	0	0	0	0	0	0	0	0	0	0.000303804
unclassified_Clostridiales_Incertae_Sedis_XI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000640391	0	0
unclassified_Incertae_Sedis_XI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000465739	0	0
unclassified_Erysipelotrichaceae	6.22123E-05	0.000989976	0	0.000234866	0.00028885	0.000561552	0	0.000239535	0.001371563	0	6.08199E-05	0	0	0.000469484	0.000833383	6.40205E-05	0.003561589	0	0.000121566	5.82174E-05	9.42863E-05	6.07607E-05
unclassified_Lactobacillaceae	0.003359462	0	0	0	0	0	0	0	0	0	0	0.003226712	0	0	0	0	0	0	0	5.82174E-05	0	0.000364564
unclassified_Carnobacteriaceae	0.000186637	0	0	0	0	0	0	0	0	0	0	0.000631313	0	0	0	0	0	0	6.07829E-05	0	0	0
unclassified_Veillonellaceae	0.000124425	0	6.78979E-05	0	0	0	0.000358702	0	0	0	0.002615254	0	0	5.86854E-05	0.000833383	0	0	0.000537378	0	0	0	0.000303804
unclassified_Acidaminococcaceae	0	0	0	0	0	0	0	0	0	0	0.002493614	0	0	0	0	0	0.000335999	0	0	0.000116435	0	6.07607E-05
unclassified_Actinomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Corynebacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.95274E-05	0	0	0	0	0	0	0
unclassified_Micrococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.000114561	0	0	0	0	0	0	0	0	0
unclassified_Coriobacteriaceae	0.000373274	0.000742482	0.000814775	0.002113792	0.007163489	0.00648905	0.007233814	0.000119768	0	0.00215695	0.001581316	0.000841751	0.002692176	0.000234742	0.005476516	0.005377721	0.009206371	0.000238834	0.000243132	0.001513652	0.001320008	0.001032932
"unclassified_""Porphyromonadaceae"""	0.000248849	0.001484965	0	0	0	0	0	0	0	0	0.005717066	0	0	0.000293427	0	0	0	0	0	0.002736217	0	0
"unclassified_""Prevotellaceae"""	0	0.000433115	0	0	5.77701E-05	0	0	0	0	0	0.000425739	0.00308642	0	5.86854E-05	0	0	0	0	0	5.82174E-05	0	0.000546847
"unclassified_""Rikenellaceae"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07607E-05
unclassified_Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Chitinophagaceae	0	0	0.000339489	0	0	0	0	0	0.000130625	0.000380638	0	0	0	0.000352113	0	0	0.001142396	0	0	0	0.000188573	0
unclassified_Cytophagaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Comamonadaceae	0.000124425	6.18735E-05	0	0.000176149	0	6.23947E-05	0.000119567	0.000179651	0.000195938	0.000190319	0	0.000140292	0.000687364	0.000410798	0	0	6.71998E-05	0	6.07829E-05	0.000116435	9.42863E-05	6.07607E-05
unclassified_Burkholderiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Oxalobacteraceae	0	0	0	0	0	0	0	0	0	0	0.00018246	0	0	0	0	0	0	0.000119417	0	0	0	0.000546847
unclassified_Sutterellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Neisseriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Pseudomonadaceae	0	0.000371241	0.000339489	0.000117433	0.00034662	0	0	0	0	0.000253759	0	0	5.72803E-05	0	0	6.40205E-05	6.71998E-05	0.000119417	0	0	9.42863E-05	6.07607E-05
unclassified_Pasteurellaceae	0.000435486	0	0.000203694	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201599	0	0	0	0	0
unclassified_Aeromonadaceae	0.000497698	0	0	0	0	0	0	0	0	0	0	0	5.72803E-05	0	0	0	0	0	0.000121566	0	0	0
unclassified_Enterobacteriaceae	0	0.000309368	0.003666486	0	0	6.23947E-05	0	0	0	0.000444078	0	0	0	0	0	0.000192061	0	0	0	0.00023287	9.42863E-05	0
unclassified_Xanthomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Phyllobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Sphingomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86854E-05	0	0	0	0	0	0	0	0
unclassified_Rhodobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Rhodospirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Desulfovibrionaceae	0	0	6.78979E-05	0	0	6.23947E-05	0	0	0	0	0.001277217	0	0	0	0	0	0	0	0	0	0	0
unclassified_Puniceicoccaceae	0	0	0	0	0	0	0	0	0	0	0.00018246	0	0	0	0	0	0	0	0	0	0	0
other_unclassified_bacteria	0.033781262	0.050241307	0.027838131	0.083083788	0.021606008	0.069445311	0.020924254	0.003533146	0.014891255	0.043456195	0.185926286	0.056397306	0.002520335	0.031044601	0.101732246	0.040653009	0.010550366	0.01128493	0.002005835	0.164173022	0.026305865	0.024122008
Archaea_Methanobrevibacter	0	0	0	0	0	0	0.003467448	0	0	0	0.014110206	0.00035073	0	0	0.002797786	0	0	0	0	0.000349304	0	6.07607E-05
Archaea_Methanosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000297637	0	0	0	0	0	0	0
